Paper_ID,Citation_Key,Title,Authors,Year,Venue,Venue_Type,DOI,URL,Verification_Level,Read_Depth,Quality_Tier,Recency_Class,Retraction_Checked,Research_Domain,Problem,Objective,Methodology,Dataset,Sample_Size,Model,Baseline,Evaluation_Metrics,Results,Limitations,Research_Gap,Novelty,Relevance_to_RQ,Code_Available,Data_Available,Full_Text_Available,Notes
P60,wang2026sokguardrails,SoK: Evaluating Jailbreak Guardrails for Large Language Models,Xunguang Wang and Zhenlan Ji and Wenxuan Wang and Zongjie Li and Daoyuan Wu and Shuai Wang,2025,IEEE S&P 2026 (per arXiv 2506.10597),preprint,,https://arxiv.org/abs/2506.10597,V3,"partial — read: Abstract; Sec 1 Introduction (p.1–2); Sec 2 Jailbreak Attacks (p.2–3, skimmed); Sec 3.1–3.4 Definition, Taxonomy and SEU Evaluation Framework (p.3–5); Sec 4.2 Technical Paradigms and 4.3 Safety Granularity (p.8–9, partial), 4.5–4.6 (p.9–10); Sec 5.1 Evaluation Setup, 5.2 Benchmark Evaluation, 5.3 Leaderboard (p.10–13, incl. Table 2, Table 3, Fig. 2, Fig. 3); Sec 6 Practical Insights (Answers to RQ1–RQ4, Cross-Attack Assessment, Fig. 4, Fig. 5; p.13–14); Sec 7.1 Limitations and start of 7.2 Future Work (p.14–15). NOT read: Table 1 (full taxonomy of ~40 guardrails, p.6), Sec 4.1 and 4.4 in depth, Appendix A (Vicuna-13b results) and Appendix B (GPT-4 results), reference list.",A,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,"Jailbreak guardrails form a fragmented ecosystem without unified taxonomy; evaluations focus on raw efficacy and overlook computational cost (latency, GPU memory) and utility (FPR on benign prompts) (Sec 1 p.1).","Taxonomise guardrails on six dimensions; propose the Security–Efficiency–Utility (SEU) framework; benchmark guardrails against nine attacks on three target LLMs; answer RQ1–RQ4 on stage, paradigm and granularity (Sec 3–6).","Formal guardrail definition; SEU metrics (ASR, PGR, Extra Delay Eq. 5, GPU Memory Overhead Eq. 6, FPR); GPT-4o judge validated on 100 samples (κ 0.93); min-max composite leaderboard; prompt-injection cross-check on 203 samples (Sec 3.4 pp.4–5; Sec 5–6).","JailbreakHub 1,000; JailbreakBench 100 driving GCG/AutoDAN/TAP/LLM-Fuzzer/DrAttack/X-Teaming; MultiJail 315; SafeMTData 600; benign AlpacaEval 805, OR-Bench 1,000; deepset/prompt-injections 203 (Table 2 p.10); licences Not reported.","Nine attack sets, 1,805 benign prompts, 203 injection samples; 3 target LLMs; ~14 guardrail variants (Tables 2–3 pp.10–11)","Targets Llama-3-8B-Instruct (main), Vicuna-13b-v1.5, GPT-4-0125-Preview; guardrails incl. Llama Guard, WildGuard, GuardReasoner, Prompt-Guard-86M, SelfDefend (Sec 5.1 pp.10–12)","No guardrail (Llama-3-8B alone); Perplexity Filter, SmoothLLM, Llama Guard Pre/Post, GradSafe, GradientCuff, SelfDefend Direct/Intent, WildGuard Pre/Post, Prompt Guard, GuardReasoner Pre/Post (Sec 5.1 p.11)","ASR, Pass Guardrail Rate, Extra Delay (s), GPU memory overhead (GB), FPR; composite SEU score (Sec 3.4 pp.4–5; Sec 5.3 p.13)","Mean ASR: no guardrail 0.238, GuardReasoner (Pre) 0.135 best, Prompt Guard 0.163 (Table 3 p.11); pre-filters ≈0 s vs GuardReasoner ≈2 s extra delay (Fig. 2a p.12, plot only); FPR up to 0.221 (OR-Bench); injection PGR 0.51–0.91 (Fig. 5 p.14).","H800 GPUs only, absolute latency hardware-dependent; GPT-4o judge; qualitative taxonomy dimensions not evaluated (Sec 7.1 pp.14–15; Sec 3.4 p.5). OURS: latency only graphical at 0.5 s resolution, no ms data; chatbot-style benign set.","Cross-attack robustness 'a crucial gap' (Sec 6 p.14); no ms-resolution or CPU latency, no structured-input benign set (OURS). Authors: adaptive/self-evolving and multimodal guardrails (Sec 7.2 p.15).","First SoK taxonomy plus SEU evaluation framework making latency, GPU memory and FPR first-class guardrail metrics; multi-dimensional leaderboard (Sec 1 p.1; Sec 3.4 pp.4–5).","RQ7 DIRECT (SEU trade-off; no guardrail dominates); RQ6 PARTIAL (Extra Delay/GPU metrics; ~0 s classifiers vs ~2 s LLM-based, no ms); RQ5 ADJACENT (taxonomy vocabulary, model-based pre-filters); FPR as utility metric; RQ1–RQ4 none",Yes — github.com/xunguangwang/SoK4JailbreakGuardrails (Sec 1 p.2),Public third-party benchmarks (Table 2 p.10); raw latency/memory measurements Not reported (plots only),YES (11_PAPERS/pdfs/2025_Wang_SoKGuardrails.pdf; arXiv 2506.10597v2),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P60.md (read 2026-09-20); No venue printed on PDF — 'IEEE S&P 2026' from task brief and P63 ref [24], confirm via publisher; Table 1, Sec 4.1/4.4, Appendices not read; chart readings are approximate"
P61,ahmed2026reflexguard,Reflex-Guard: A Low-Latency Guardrail for LLM Prompt Safety Using Dense Semantic Embeddings,Istiaque Ahmed and Afia Anjum Borsha and Ranat Das Prangon and Abu-fuad Ahmad and Thi Hong Tran,2026,arXiv (Aug 2026),preprint,,https://arxiv.org/abs/2608.17556,V4,"full (all 13 pages; Figs. 1–10 described from captions/text, bar values taken from text where printed)",A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,"LLM-judge and cloud guardrails add 250–900 ms per request, exceeding the <100 ms real-time budget, and raise privacy concerns; embedding-based methods lack latency evaluation (Abstract; Sec I–II pp.1–2).",Low-latency local guardrail (embedding + lightweight classifier) for harmful/jailbreak prompts; Reflex Efficiency Score for recall vs latency; comparison of seven classifiers; attack-aware thresholds (Sec I pp.1–2).,"Regex preprocessor (Base64 decode, GCG/DrAttack flags) → bge-small-en-v1.5 384-d embedding → LR/RF/XGBoost/LightGBM/HGB/AdaBoost/KNN → threshold τ=0.25; 5-fold CV; latency mean/P50/P99 over 100 prompts after warm-up (Sec III–IV pp.3–8).","Composite 30,568 prompts: AlpacaEval 15,000 benign; Anthropic Red-Team 13,000; JailbreakHub 968; JailbreakBench 800; MultiJail 800; OOD sets 60 GCG, 100 Base64, 60 DrAttack (Table III p.6; Table V p.8); licence Not reported.","Train 26,000 / test 4,568 (2,568 harmful, 2,000 benign); 100 prompts for latency; single seed 42 (Sec IV-A/B pp.5–6)",BAAI/bge-small-en-v1.5 (~33M params) plus seven scikit-learn/XGBoost/LightGBM classifiers (Sec III-B/C pp.4–5; Table II p.5),"Seven internal classifiers compared; Llama Guard 2 (95.20% recall, 255 ms) and SafeDecoding (93.10%, 723 ms) quoted from prior work, not re-run (Table VII p.9; Sec V p.11)","Accuracy, precision, recall, F1, ROC-AUC; OOD recall per attack family; component and end-to-end latency mean/P50/P99; RES = Recall×100 / log2(Latency+1); FPR in prose (Sec IV pp.6–10)",Embedding 35.27 ms floor on T4; LightGBM end-to-end 54.88 / P99 284.73 ms (Table VI p.9); HGB F1 0.955 (Table IV p.7); DrAttack recall 0% at τ=0.25 vs 100% at τ=0.03 (Table V p.8); LR FPR 5.4% (Sec V p.11).,"Balanced dataset unlike production; three OOD attack types; English-centric; black-box only; baselines not same-hardware (Sec V p.11). OURS: latency inconsistencies (37.6 vs 54.88 ms), P99 > 100 ms, no CPU results, no repo URL, placeholder references.","'existing works rarely measure the trade-off between security and latency' (Sec II p.2); no structured/application inputs; CPU latency unreported (OURS). Authors: production-scale evaluation, adaptive thresholds, quantisation/edge (Sec VI p.12).",Sub-100 ms (mean) local embedding-plus-classifier guardrail with stated hardware; RES metric; evidence that attack families occupy distinct probability regions (Sec I pp.1–2).,"RQ6 DIRECT (35 ms embedding floor; 53–70 ms end-to-end means; P99 285–541 ms on T4); RQ7 DIRECT (RES, Pareto, threshold sweep); RQ5 PARTIAL-HIGH (33M embedder + classical classifier template; detects harm, not data validity); FPR 0–5.4% calibration-dependent; RQ1–RQ4 none","NOT VERIFIED — HUMAN REVIEW REQUIRED (repository described Sec IV-B pp.6–7, no URL anywhere in PDF)",Assembled from public sources (Table III p.6); redistribution licence Not reported,YES (11_PAPERS/pdfs/2026_Ahmed_ReflexGuard.pdf; arXiv 2608.17556v1),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P61.md (read 2026-09-20); IEEE TSUSC template placeholders (unfilled author bios); placeholder arXiv IDs in refs [4]–[7]; internal numeric inconsistencies — treat claims with caution, cross-check before citing"
P62,le2026llmjudge,Prompt Attack Detection with LLM-as-a-Judge and Mixture-of-Models,Hieu Xuan Le and Benjamin Goh and Quy Anh Tang,2026,arXiv (Mar 2026),preprint,,https://arxiv.org/abs/2603.25176,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P63,maiorano2026tradeoffs,Evaluating Prompt Injection Defenses for Educational LLM Tutors: Security-Usability-Latency Trade-offs,Alexandre Cristovão Maiorano,2026,arXiv (Mar 2026),preprint,,https://arxiv.org/abs/2605.06669,V4,full (all 19 pages incl. Appendix A and Algorithm 1),A,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,"Educational LLM tutors face students extracting full solutions; false positives block legitimate help; no controlled, reproducible benchmark compares guardrail strategies for this threat model (Sec 1 p.1; Sec 2.3 p.2).","Build a four-layer defence-in-depth pipeline and benchmark it head-to-head with Prompt Guard 2 and NeMo Guardrails on bypass, FPR, latency, cost and throughput (Sec 1 pp.1–2).","Layers: 30 regex patterns (EN/PT-BR) → delimiter sandboxing → LLM → JSON-structure output validation + XSS patterns → async behavioural heuristics; 480-query synthetic benchmark; 20% calibration split; bootstrap CIs, McNemar, Clopper-Pearson; 10 seeds (Sec 4–5 pp.4–8; Alg. 1 p.19).",480 synthetic EN/PT-BR queries (369 injection / 111 benign) from persona×scenario bank with human review; released in reproducibility package (Sec 5.1 p.5; p.16); licence Not reported.,"480 queries (369 injection, 111 benign); 10 seeds; 11-point threshold sweep (Sec 5.1 p.5; Sec 5.4 p.7; Sec 5.11 p.12)",Own pipeline has no ML model; external Llama-Prompt-Guard-2-86M (local) and NeMo Guardrails with Azure gpt-4.1; downstream tutor gpt-4.1 (Sec 5.6 p.8),"No Defense; Layer 1 Only; Prompt Guard 2 (86M, threshold calibrated to FPR ≤ 1%); NeMo Guardrails strict/balanced/permissive (Sec 5.6 p.8; Table 9 p.13)","Bypass rate, FPR, average and p95 latency (ms), bootstrap 95% CIs, McNemar, severity S0–S3, API cost per 1K queries, throughput (Sec 5.2–5.10 pp.5–11)","Table 3 p.8: Multi-Layer bypass 46.34% / FPR 0.00% / 2.50 ms (p95 4.10); Prompt Guard 38.48% / 3.60% / 74.41 ms; NeMo 0.00% / 16.22% / 1470.61 ms, $12.50/1K; EN vs PT-BR bypass 25.1% vs 73.5% (Table 7 p.13).","Synthetic data; single-turn (Layer 4 unmeasured); one domain; hardware unspecified; severity conditional on provider filter; 46% bypass = residual risk (Sec 5.4, 5.7, 7). OURS: n=111 benign (zero-FPR CI ≤ 2.7%); no semantic classifier of its own.","No embedding/semantic classifier in pipeline; hardware unspecified; no test of ordinary structured inputs (OURS). Authors: real-traffic validation, multi-turn, indirect injection, domain/language transfer (Sec 7 pp.15–16).",First controlled benchmark of guardrail strategies for the educational answer-extraction threat model; explicit security–usability–latency operating-point framing with cost and throughput (Sec 1–2 pp.1–2).,"RQ6 DIRECT (regex 0.03 ms, pipeline 2.50 ms, 86M classifier 74.41 ms, LLM rail 1470 ms; hardware unspecified); RQ7 DIRECT (bypass–FPR curve Table 9, cost, QPS); RQ5 PARTIAL (structural output validator + external Prompt Guard); FPR central; RQ1–RQ4 none","Yes — github.com/alemaiorano/educational-llm-guardrails-bench (Docker, dataset, scripts, checksums) (Sec 7 p.15; p.16)","Yes — dataset artifacts in same package (Data availability, p.16)",YES (11_PAPERS/pdfs/2026_Maiorano_TutorDefenses.pdf; arXiv 2605.06669v2),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P63.md (read 2026-09-20); Single-author preprint (lumytics.com), no venue; AI-tool disclosure printed p.16; per-layer latency only graphical"
P64,saleem2026layered,A Layered Security Framework Against Prompt Injection in RAG-Based Chatbots,Gulshan Saleem and Nisar Ahmed and Muhammad Imran Zaman and Ali Hassan and Umar Mujahid,2026,arXiv (Jun 2026),preprint,,https://arxiv.org/abs/2606.19660,V3,"partial (sections read via rendered pages: Abstract; 1 Introduction (p.1–2); 4 Proposed Framework incl. 4.2 Layer 1, 4.3 Layer 2, 4.4 Layer 3, 4.5 Audit Loop (p.8–10); 5 Experimental Evaluation: 5.1.2–5.1.4 models/classifiers (p.12), 5.2 Dataset, 5.3 Metrics, 5.4 Baselines, 5.5 Results, 5.6 Ablation, 5.7 Latency Overhead, 5.8 Error Analysis (p.13–16); 6 Discussion, 6.2 Limitations, 6.3 Future Work (p.16–18); 7 Conclusion and Data/Code Availability (p.18, 20). Not read in detail: 2 Related Work, 3 Threat Model (p.2–7), 5.1.1 (p.11))",B,PRIORITY (concurrent),arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Single-stage prompt-injection defences each miss part of the RAG pipeline (input filters cannot inspect retrieved documents; output monitors cannot prevent ingestion); RAG chatbots remain exposed to indirect injection via poisoned knowledge bases (Sec. 1 p.2).,"Model-agnostic three-layer middleware (input screening, privilege-constrained context assembly, output auditing) evaluated on 5,080 samples across three LLMs with ablation, error analysis and latency accounting (Sec. 1 p.2).","L1 regex library + fine-tuned all-MiniLM-L6-v2 injection classifier; L2 provenance tagging + chunk scanner; L3 policy rules (cosine to system prompt, Llama Guard 2) + semantic drift check; audit loop; GPT-4o judge for ASR (Sec. 4–5 pp.8–14).","5,080 samples: 2,840 adversarial (PromptBench+BIPIA 612; curated 188, κ=0.91; GPT-4o paraphrases 1,440) in five categories; 2,240 benign MS-MARCO support queries; 500-doc knowledge base (Table 7 p.13); licences Not reported.","5,080 samples, 80/10/10 split; three target models; 500 benign queries per model for latency (Sec. 5.2 p.13; Sec. 5.7 p.15)","Targets GPT-4o, Llama 3 8B Instruct, Mistral 7B Instruct (A100 40 GB); classifier all-MiniLM-L6-v2 fine-tuned; Llama Guard 2 in L3 (Sec. 5.1.2–5.1.4 p.12)",Undefended; L1 / L2 / L3 only; layer pairs; NeMo Guardrails default prompt-injection protections (Sec. 5.4 p.14; Table 9 p.15),"ASR (judge / cosine / Llama Guard per goal), FPR (benign blocked or sanitised), Detection Rate, Response Quality (BERTScore), per-component median/p95 latency (Sec. 5.3 pp.13–14; Sec. 5.7 p.15)","ASR 71.4% → 11.3% full framework, NeMo 35.1%; FPR 4.8% full (L1 5.1%, NeMo 8.4%) (Table 8 p.14); L1 classifier AUC 0.941; A100 latency median 61.2 ms / p95 97.4 ms, L1 classifier 18.4 ms (Table 10 p.15).",Static black-box attacker; single-turn; benign knowledge base; thresholds calibrated on same-distribution validation; single-request latency on dedicated GPU (Sec. 6.2 pp.17–18). OURS: 'semantic' = intent not data validity; no repo URL; template placeholders.,"Does not address semantically invalid data values in forms/APIs (OURS). Authors: multi-turn detection, generative detector for implicit instructions, adaptive calibration, white-box attacks (Sec. 6.3 p.18).",Three-layer model-agnostic RAG defence with per-component latency accounting under a 100 ms budget; shows upstream filtering lowers downstream FPR (Sec. 1 p.2; Sec. 6.1 p.17).,"RQ6 DIRECT as template (per-component median/p95 on A100, LLM inference excluded, 100 ms budget); RQ5 PARTIAL (rules-then-embedding classifier, AUC 0.941 / FPR 5.1%); RQ7 PARTIAL (ASR vs FPR by layer combination); RQ1, RQ4 ADJACENT; RQ2, RQ3 none",Statement says 'available at: GitHub Repository' with no URL in PDF (p.20) — TODO-HUMAN,"Same availability statement, no URL (p.20) — TODO-HUMAN",YES (11_PAPERS/pdfs/2026_Saleem_LayeredFramework.pdf; arXiv 2606.19660v2),"metadata from Crossref/arXiv API 2026-09-20; content from 11_PAPERS/notes/P64.md (read 2026-09-20); First author printed on PDF is N. Ahmed, not Saleem — citation key violates firstauthor rule, flag Stage 5; ICCK journal template placeholders, venue legitimacy NOT VERIFIED — HUMAN REVIEW REQUIRED; conflict of interest declared (Sparkverse AI)"
P65,datta2025javelinguard,JavelinGuard: Low-Cost Transformer Architectures for LLM Security,Yash Datta and Sharath Rajasekar,2025,arXiv,preprint,,https://arxiv.org/abs/2506.07330,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P66,lakara2026fence,Fence: Specialized SLM Guardrails for LLM Applications,Kumud Lakara and Ruibo Shi and Fran Silavong,2026,arXiv,preprint,,https://arxiv.org/abs/2607.18268,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P67,shi2024judgeattack,Optimization-based Prompt Injection Attack to LLM-as-a-Judge,Jiawen Shi and Zenghui Yuan and Yinuo Liu and Yue Huang and Pan Zhou and Lichao Sun and Neil Zhenqiang Gong,2024,ACM CCS 2024 (per arXiv 2403.17710),preprint,,https://arxiv.org/abs/2403.17710,V2,Not read,B,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P68,rebedea2023nemo,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,Traian Rebedea and Razvan Dinu and Makesh Sreedhar and Christopher Parisien and Jonathan Cohen,2023,EMNLP 2023 demo (per arXiv),preprint,,https://arxiv.org/abs/2310.10501,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P69,shi2025promptarmor,PromptArmor: Simple yet Effective Prompt Injection Defenses,Tianneng Shi and Kaijie Zhu and Zhun Wang and Yuqi Jia and Will Cai and Weida Liang and Haonan Wang and Hend Alzahrani and Joshua Lu and Kenji Kawaguchi and Basel Alomair and Xuandong Zhao and William Yang Wang and Neil Gong and Wenbo Guo and Dawn Song,2025,arXiv,preprint,,https://arxiv.org/abs/2507.15219,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
P70,akinrele2026regime,Prompt Injection Detection is Regime-Dependent: A Deployment-Aware Evaluation with Interpretable Structural Signals,Akindoyin Akinrele and Shreyank N Gowda,2026,arXiv,preprint,,https://arxiv.org/abs/2605.26999,V2,Not read,C,PRIORITY,arXiv only (no retraction registry); not withdrawn as of 2026-09-20,Detection layers & their cost,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,Not read,see SCREENING_REGISTER theme,Not read,Not read,YES (arXiv/OA),metadata from Crossref/arXiv API 2026-09-20
